system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
EXP-RANK,59852493,can you recommend a mexican restaurant that has excellent customer service for large parties,-,inform,SQ,"{'food': 'mexican', 'pricerange': 'expensive', 'name': 'Nanna Mexico'}",inform,Nanna Mexico is an expensive restaurant serving mexican food. Great Mexican food with a range of choices. Always friendly staff and enjoyable. Very kind to the guys & girls at CURUFC. You can type 'next option' or another query.,['Great Mexican food with a range of choices. Always friendly staff and enjoyable. Very kind to the guys & girls at CURUFC']
EXP-RANK,59852493,i'd like to find a mexican restaurant that has great customer service,-,inform,SQ,"{'food': 'mexican', 'pricerange': 'expensive', 'name': 'Nanna Mexico'}",inform,Nanna Mexico is an expensive restaurant serving mexican food. Great Mexican food with a range of choices. Always friendly staff and enjoyable. Very kind to the guys & girls at CURUFC. You can type 'next option' or another query.,['Great Mexican food with a range of choices. Always friendly staff and enjoyable. Very kind to the guys & girls at CURUFC']
EXP-RANK,59852493,can you help me find a mexican restaurant that's near downtown,-,inform,SQ,"{'food': 'mexican', 'pricerange': 'expensive', 'name': 'Nanna Mexico'}",inform,"Nanna Mexico is an expensive restaurant that serves mexican food. Mexican, Latin, Fast food, Central American, South American. You can type 'next option' or another query.","['Mexican, Latin, Fast food, Central American, South American']"
EXP-RANK,59852493,is there a mexican restaurant that is centrally located,-,"('inform', 'inform')",SQ,"{'food': 'mexican', 'pricerange': 'expensive', 'area': 'centre', 'name': 'Nanna Mexico'}",inform,"Nanna Mexico is an expensive restaurant in the centre area that serves mexican food. Mexican, Latin, Fast food, Central American, South American. You can type 'next option' or another query.","['Mexican, Latin, Fast food, Central American, South American']"
EXP-RANK,59852493,can you recommend a moderately priced mexican restaurant,-,"('inform', 'inform')",SQ,"{'food': 'mexican', 'pricerange': 'moderate', 'area': 'centre', 'name': 'Nanna Mexico'}",inform,"Nanna Mexico is a moderate restaurant in the centre area serving mexican food. Cant complain about this place. Tasty Mexican food at affordable place. If you are expecting fine dining, this is not the place for you. We always end up here for a quick bite after a long days shopping. You can type 'next option' or another query.","['Cant complain about this place. Tasty Mexican food at affordable place. If you are expecting fine dining, this is not the place for you. We always end up here for a quick bite after a long days shopping.']"
EXP-RANK,59852493,what is the address of nanna mexico,-,request,IRq,"{'name': 'Nanna Mexico', 'addr': '29 Petty Cury'}",answer,The address of Nanna Mexico is 29 Petty Cury.,-
EXP-RANK,59852493,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,49422496,i want an english pub with a medium price range and a good decor,-,"('inform', 'inform')",SQ,{'area': ''},setQuestion,What area did you have in mind?,-
EXP-RANK,49422496,near city centre,-,inform,SQ,"{'food': 'english', 'pricerange': 'moderate', 'area': 'centre', 'name': 'none'}",inform,There are no moderate restaurants in the centre area.,-
EXP-RANK,49422496,how about high price range,-,-,SQ,"{'food': 'english', 'pricerange': 'moderate', 'area': 'centre', 'name': 'none'}",inform,There are no moderate restaurants in the centre area.,-
EXP-RANK,49422496,i want an italian restaurant located in city centre with a high rating,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'pricerange': 'moderate', 'area': 'centre', 'name': 'Tradizioni'}",inform,Tradizioni is a moderate restaurant in the centre area serving italian food. One of the best italian restaurant in Cambridge! You can type 'next option' or another query.,['One of the best italian restaurant in Cambridge!']
EXP-RANK,49422496,next option,next,-,O,{'name': 'Bella Italia'},inform,How about Bella Italia? Atmosphere was Fantastic like a proper Italian restaurant.,['Atmosphere was Fantastic like a proper Italian restaurant.']
EXP-RANK,49422496,next option,next,-,O,{'name': 'Al Pomodoro'},inform,How about Al Pomodoro? This restaurant has some of the best (and authentic) Italian food outside of Italy!,['This restaurant has some of the best (and authentic) Italian food outside of Italy!']
EXP-RANK,49422496,can i have the address of tradizioni,-,request,IRq,"{'name': 'Al Pomodoro', 'addr': '8 Homerton Street'}",answer,The address of Al Pomodoro is 8 Homerton Street.,-
EXP-RANK,49422496,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,53492500,"i'd like to find a restaurant that i can take my boyfriend to for valentine's day. he loves steak, so the place should ideally be a great steakhouse",-,inform,SQ,"{'food': 'steakhouse', 'name': ""Rocker's Steak House""}",inform,"Rocker's Steak House is a restaurant that serves steakhouse food. Great burgers and a nice clean well decorated restaurant, I will be trying the steaks next time for deffinite. You can type 'next option' or another query.","['Great burgers and a nice clean well decorated restaurant, I will be trying the steaks next time for deffinite']"
EXP-RANK,53492500,can you help me find a steakhouse on the more expensive side,-,"('inform', 'inform')",SQ,"{'food': 'steakhouse', 'pricerange': 'expensive', 'name': 'River Bar Steakhouse & Grill'}",inform,River Bar Steakhouse & Grill is an expensive restaurant that serves steakhouse food. If you like steak then you must visit. You can type 'next option' or another query.,['If you like steak then you must visit.']
EXP-RANK,53492500,are you able to help me find a steakhouse that has good gluten free options too,-,inform,SQ,"{'food': 'steakhouse', 'pricerange': 'expensive', 'name': ""Rocker's Steak House""}",inform,Rocker's Steak House is an expensive restaurant serving steakhouse food. I went there last week with a friend. Very decent choices. I def wanna try the texas fries and the oreo cookie next time. I had a delicious Ribeye steak and my friend had the lamb steak. You can type 'next option' or another query.,['I went there last week with a friend. Very decent choices. I def wanna try the texas fries and the oreo cookie next time. I had a delicious Ribeye steak and my friend had the lamb steak. There is also a great range of cocktails. Nice decoration.']
EXP-RANK,53492500,is there a steakhouse that serves gluten free items on their menu,-,inform,SQ,"{'food': 'steakhouse', 'pricerange': 'expensive', 'name': 'River Bar Steakhouse & Grill'}",inform,River Bar Steakhouse & Grill is an expensive restaurant that serves steakhouse food. Our office booked dinner for 4 of us into this steakhouse. Living in NYC we've got a few. We all had different steaks usual combo. I had the fillet with chips and spinach. You can type 'next option' or another query.,"[""Our office booked dinner for 4 of us into this steakhouse. Living in NYC we've got a few. We all had different steaks usual combo. I had the fillet with chips and spinach. Medium rare was exactly that, good selection of priced wine and beers was complimented by good service. Only downside no onion rings""]"
EXP-RANK,53492500,can you recommend a cheap steakhouse,-,"('inform', 'inform')",SQ,"{'food': 'steakhouse', 'pricerange': 'cheap', 'name': 'none'}",inform,There are no cheap restaurants that serve steakhouse food.,-
EXP-RANK,53492500,can you help me find a steakhouse in downtown,-,"('inform', 'inform')",SQ,"{'food': 'steakhouse', 'pricerange': 'cheap', 'area': 'centre', 'name': 'none'}",inform,There are no cheap restaurants in the centre area.,-
EXP-RANK,53492500,can you help me find a steakhouse that is close to the attractions in the area,-,"('inform', 'request')",SQ,"{'name': ""Rocker's Steak House"", 'area': 'centre'}",answer,Rocker's Steak House is a restaurant in the centre area.,-
EXP-RANK,53492500,can you help me find a steakhouse that has good customer service,-,inform,SQ,"{'food': 'steakhouse', 'pricerange': 'cheap', 'area': 'centre', 'name': 'none'}",inform,There are no cheap restaurants in the centre area.,-
EXP-RANK,53492500,can you help me find a steakhouse with vegetarian options,-,inform,SQ,"{'food': 'steakhouse', 'pricerange': 'cheap', 'area': 'centre', 'name': 'none'}",inform,There are no cheap restaurants in the centre area.,-
EXP-RANK,53492500,are there steakhouses that are moderately priced,-,"('inform', 'inform')",SQ,"{'food': 'steakhouse', 'pricerange': 'moderate', 'area': 'centre', 'name': 'Main Dining Hall - University Centre'}",inform,"Main Dining Hall - University Centre is a moderate restaurant in the centre area serving steakhouse food. It's a University institution, so don't expect silver service, but the standard dishes are very well put-together, generously proportioned, and very, very cheap. Quick, never full, central location, great value. You can type 'next option' or another query.","[""It's a University institution, so don't expect silver service, but the standard dishes are very well put-together, generously proportioned, and very, very cheap. Quick, never full, central location, great value.""]"
EXP-RANK,53492500,what is the address of river bar steakhouse & grill,-,request,IRq,"{'name': ""Rocker's Steak House"", 'addr': '30 Clifton way Cambridge Leisure Park'}",answer,The address of Rocker's Steak House is 30 Clifton way Cambridge Leisure Park.,-
EXP-RANK,53492500,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,50932501,can you suggest an economic  hungarian restaurant,-,inform,SQ,"{'food': 'hungarian', 'name': 'Unique Grilled'}",inform,"Unique Grilled is a restaurant that serves hungarian food. European, Grill, Hungarian. You can type 'next option' or another query.","['European, Grill, Hungarian']"
EXP-RANK,50932501,what is the price range,-,request,IRq,"{'name': 'Unique Grilled', 'pricerange': 'moderate'}",answer,Unique Grilled is a restaurant that is moderate.,-
EXP-RANK,50932501,address please,-,request,IRq,"{'name': 'Unique Grilled', 'addr': 'The Guildhall Market Square'}",answer,The address of Unique Grilled is The Guildhall Market Square.,-
EXP-RANK,50932501,phone#,-,request,IRq,"{'name': 'Unique Grilled', 'phone': '+44 7827 467811'}",answer,The phone number of Unique Grilled is +44 7827 467811.,-
EXP-RANK,50932501,any suggestion for a formal hungarian restaurant,-,inform,SQ,"{'food': 'hungarian', 'name': 'Unique Grilled'}",inform,"Unique Grilled is a restaurant that serves hungarian food. European, Grill, Hungarian. You can type 'next option' or another query.","['European, Grill, Hungarian']"
EXP-RANK,50932501,how about middle eastern cusine,-,inform,SQ,"{'food': 'middle eastern', 'name': ""Romano's""}",inform,Romano's is a restaurant serving middle eastern food. Middle Eastern. You can type 'next option' or another query.,['Middle Eastern']
EXP-RANK,50932501,do you need reservation,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
EXP-RANK,50932501,expensive,-,inform,SQ,"{'food': 'middle eastern', 'pricerange': 'expensive', 'name': 'Al Casbah'}",inform,Al Casbah is an expensive restaurant that serves middle eastern food. expensive. You can type 'next option' or another query.,['expensive']
EXP-RANK,50932501,address please,-,request,IRq,"{'name': 'Al Casbah', 'addr': '62 Mill Road'}",answer,The address of Al Casbah is 62 Mill Road.,-
EXP-RANK,50932501,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,30252495,"hi, i want to take my husband out because is his birthday, what restaurant can you suggest",-,-,SQ,{'name': 'Midsummer House'},inform,How about Midsummer House? I went to Midsummer House with my boyfriend for his bday present. You can type 'next option' or another query.,['I went to Midsummer House with my boyfriend for his bday present.']
EXP-RANK,30252495,next option,next,-,O,{'name': 'Browns-Cambridge'},inform,How about Browns-Cambridge? My boyfriend and I had dinner here for our anniversary.,['My boyfriend and I had dinner here for our anniversary.']
EXP-RANK,30252495,next option,next,-,O,"{'name': ""Rocker's Steak House""}",inform,"I would suggest Rocker's Steak House. Found this place while scrolling through the top restaurants in Cambridge to try somewhere new for Fathers Day, and after reading a few reviews and looking at the menu, myself and my boyfriend decided to book for us & his parents.","['Found this place while scrolling through the top restaurants in Cambridge to try somewhere new for Fathers Day, and after reading a few reviews and looking at the menu, myself and my boyfriend decided to book for us & his parents.']"
